hashtag_H 	 cluster_C_leader(userID) 	 relative_frequency_H_C 	 frequency_H_in_C 	 frequency_H_overall 	 count_H_in_C 	 count_hashtags_in_C 	 count_H_entire_dataset 	 count_hashtags_entire_dataset
COVID19 	 1155192156 	 .9842227235 	 .0281407035 	 28 	 1096 	 3047 	 106569
RollTheTape 	 1155192156 	 26.7761780558 	 .0010050251 	 1 	 3 	 4 	 106569
AmericanRescuePlan 	 1155192156 	 17.8507695176 	 .0010050251 	 1 	 3 	 6 	 106569
DemocratsDeliver 	 1155192156 	 8.5683651072 	 .0020100502 	 2 	 8 	 25 	 106569
ForThePeople 	 1155192156 	 2 3.4549850751 	 2 .0010050251 	 2 1 	 4 	 31 	 106569
MarshallFire 	 1155192156 	 3.9668353220 	 .0010050251 	 1 	 12 	 27 	 106569
LongCovidKids 	 1155192156 	 1.3388065843 	 .0020100502 	 2 	 27 	 160 	 106569
Covid19 	 1155192156 	 .3000126688 	 .0010050251 	 1 	 146 	 357 	 106569
AFP 	 1155192156 	 15.3006557042 	 .0010050251 	 1 	 4 	 7 	 106569
mega 	 1155192156 	 53.5524987877 	 .0010050251 	 1 	 1 	 2 	 106569
KnowTheirNames 	 1155192156 	 21.4209310305 	 .0010050251 	 1 	 2 	 5 	 106569
ISM 	 1155192156 	 53.5524987877 	 .0010050251 	 1 	 1 	 2 	 106569
CES2022 	 1155192156 	 15.3006557042 	 .0020100502 	 2 	 2 	 14 	 106569
FutureOfWork 	 1155192156 	 53.5524987877 	 .0010050251 	 1 	 1 	 2 	 106569
January6th 	 1155192156 	 1.5635697350 	 .0020100502 	 2 	 34 	 137 	 106569
HD67 	 1155192156 	 53.5524987877 	 .0010050251 	 1 	 1 	 2 	 106569
FreedomToVoteAct 	 1155192156 	 6.6940355967 	 .0010050251 	 1 	 3 	 16 	 106569
BidenBoom 	 1155192156 	 4.9816061883 	 .0020100502 	 2 	 17 	 43 	 106569
January6 	 1155192156 	 2 3.9668353220 	 2 .0010050251 	 2 1 	 9 	 27 	 106569
CoronaPositive 	 1155192156 	 21.4209310305 	 .0010050251 	 1 	 3 	 5 	 106569
IHUvariant 	 1155192156 	 17.8507536648 	 .0020100502 	 2 	 7 	 12 	 106569
NewVariant 	 1155192156 	 15.3006557042 	 .0010050251 	 1 	 3 	 7 	 106569
IHUvariant 	 1155192156 	 17.8507536648 	 .0020100502 	 2 	 7 	 12 	 106569
COVID 	 1155192156 	 28 5 2 .2467846118 	 28 5 2 .0010050251 	 28 5 2 1 	 169 	 434 	 106569
BettyWhiteChallenge 	 1155192156 	 5.9502529830 	 .0010050251 	 1 	 5 	 18 	 106569
CES2022 	 1155192156 	 15.3006557042 	 .0020100502 	 2 	 2 	 14 	 106569
CES 	 1155192156 	 2 35.7016024468 	 2 .0010050251 	 2 1 	 1 	 3 	 106569
VotingRights 	 1155192156 	 4 4 2 2 1 1 1 1 2.2788196598 	 4 4 2 2 1 1 1 1 .0010050251 	 4 4 2 2 1 1 1 1 1 	 14 	 47 	 106569
COVID 	 1155192156 	 28 5 2 .2467846118 	 28 5 2 .0010050251 	 28 5 2 1 	 169 	 434 	 106569
Omicron 	 1155192156 	 1.4059066237 	 .0110552763 	 11 	 316 	 838 	 106569
COVID19 	 1155192156 	 .9842227235 	 .0281407035 	 28 	 1096 	 3047 	 106569
COVID19 	 1155192156 	 .9842227235 	 .0281407035 	 28 	 1096 	 3047 	 106569
omicron 	 1155192156 	 .9154232857 	 .0010050251 	 1 	 38 	 117 	 106569
library 	 1155192156 	 15.3006557042 	 .0010050251 	 1 	 3 	 7 	 106569
Libraries 	 1155192156 	 35.7016024468 	 .0010050251 	 1 	 1 	 3 	 106569
MentalHealth 	 1155192156 	 8.9253768324 	 .0010050251 	 1 	 4 	 12 	 106569
Books 	 1155192156 	 21.4209310305 	 .0010050251 	 1 	 2 	 5 	 106569
reading 	 1155192156 	 26.7761780558 	 .0010050251 	 1 	 1 	 4 	 106569
AbbottFailedTexas 	 1155192156 	 21.4209158118 	 .0030150753 	 3 	 5 	 15 	 106569
STEM 	 1155192156 	 35.7016024468 	 .0010050251 	 1 	 1 	 3 	 106569
LongCovid 	 1155192156 	 12 .0957144952 	 12 .0020100502 	 12 2 	 956 	 2238 	 106569
COVID 	 1155192156 	 28 5 2 .2467846118 	 28 5 2 .0010050251 	 28 5 2 1 	 169 	 434 	 106569
Morocco 	 1159870188420046848 	 807.3423588557 	 .0303030303 	 1 	 2 	 4 	 106569
Ramadan 	 1159870188420046848 	 71.7636420171 	 .0303030303 	 1 	 16 	 45 	 106569
Ukraine 	 1159870188420046848 	 2 .0000049840 232 .0000656851 	 2 .0303030303 	 2 1 	 2509 83 4 	 6080 232 7 	 106569
Thailande 	 1159870188420046848 	 1614.6890196141 	 .0303030303 	 1 	 1 	 2 	 106569
Kyiv 	 1159870188420046848 	 4.3996779902 	 .0303030303 	 1 	 317 	 734 	 106569
Ukraine️ 	 1159870188420046848 	 13.9196709057 	 .0303030303 	 1 	 83 	 232 	 106569
Shanghai 	 1159870188420046848 	 43.6400552315 	 .0303030303 	 1 	 39 	 74 	 106569
CollectifIbiza 	 1159870188420046848 	 1614.6890196141 	 .0303030303 	 1 	 1 	 2 	 106569
MacronArena 	 1159870188420046848 	 1614.6890196141 	 .0303030303 	 1 	 1 	 2 	 106569
Djebbari 	 1159870188420046848 	 1614.6890196141 	 .0303030303 	 1 	 1 	 2 	 106569
Russia 	 1159870188420046848 	 1.3284095634 	 .0303030303 	 1 	 1029 	 2431 	 106569
Israel 	 1159870188420046848 	 12.3730411208 	 .0303030303 	 1 	 62 	 261 	 106569
Ukraine 	 1159870188420046848 	 2 .0000049840 232 .0000656851 	 2 .0303030303 	 2 1 	 2509 83 4 	 6080 232 7 	 106569
Airbus 	 1159870188420046848 	 1614.6890196141 	 .0303030303 	 1 	 1 	 2 	 106569
PegasusProject 	 1159870188420046848 	 1614.6890196141 	 .0303030303 	 1 	 1 	 2 	 106569
booster 	 1159870188420046848 	 230.6689820065 	 .0303030303 	 1 	 2 	 14 	 106569
SriLanka 	 1159870188420046848 	 107.6454757720 	 .0303030303 	 1 	 8 	 30 	 106569
covid19 	 1159870188420046848 	 10.6229067823 	 .0303030303 	 1 	 91 	 304 	 106569
girl 	 1159870188420046848 	 1614.6890196141 	 .0303030303 	 1 	 1 	 2 	 106569
Déclarama 	 1159870188420046848 	 1614.6890196141 	 .0303030303 	 1 	 1 	 2 	 106569
China 	 1159870188420046848 	 22.4261368026 	 .0606060606 	 2 	 110 	 288 	 106569
ClimateCrisis 	 1159870188420046848 	 12.1404649549 	 .0303030303 	 1 	 40 	 266 	 106569
China 	 1159870188420046848 	 22.4261368026 	 .0606060606 	 2 	 110 	 288 	 106569
Xian 	 1159870188420046848 	 1076.4574344510 	 .0303030303 	 1 	 1 	 3 	 106569
Tibet 	 1159870188420046848 	 807.3423588557 	 .0303030303 	 1 	 1 	 4 	 106569
LongCovid 	 1159870188420046848 	 1.4429685637 	 .0303030303 	 1 	 956 	 2238 	 106569
Omicron 	 1159870188420046848 	 3.8536559252 	 .0303030303 	 1 	 316 	 838 	 106569
corsirosenthalbox 	 118166719 	 22.9575636663 	 .0165876777 	 14 	 33 	 77 	 106569
COVID19AB 	 118166719 	 7.5508259611 	 .0213270142 	 18 	 47 	 301 	 106569
bloodban 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
OSHAhearing 	 118166719 	 7.0148125036 	 .0011848341 	 1 	 5 	 18 	 106569
covid19 	 118166719 	 5 4 1 .4153506125 	 5 4 1 .0011848341 	 5 4 1 1 	 91 	 304 	 106569
covid19ab 	 118166719 	 4.4775387306 	 .0059241706 	 5 	 14 	 141 	 106569
yeg 	 118166719 	 11 4 .6716307982 	 11 4 .0011848341 	 11 4 1 	 40 	 188 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
Covid19ab 	 118166719 	 8.7080423968 	 .0023696682 	 2 	 4 	 29 	 106569
COVIDisAirborne 	 118166719 	 2.6658972630 	 .0130331753 	 11 	 102 	 521 	 106569
HEPA 	 118166719 	 18.0380953975 	 .0011848341 	 1 	 1 	 7 	 106569
CorsiRosenthalBox 	 118166719 	 5 2.7449259252 	 5 .0011848341 	 5 1 	 21 	 46 	 106569
COVIDisAirborne 	 118166719 	 2.6658972630 	 .0130331753 	 11 	 102 	 521 	 106569
CCME2022 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
NEW 	 118166719 	 12.0253908291 	 .0023696682 	 2 	 11 	 21 	 106569
yyj 	 118166719 	 12.6266610114 	 .0011848341 	 1 	 4 	 10 	 106569
medRxiv 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
LesbianVisibilityWeek 	 118166719 	 9.7128217361 	 .0011848341 	 1 	 4 	 13 	 106569
COVID19 	 118166719 	 18 17 .0414396407 	 18 17 .0011848341 	 18 17 1 	 1096 	 3047 	 106569
BREAKING 	 118166719 	 .3602470381 	 .0023696682 	 2 	 362 	 701 	 106569
bced 	 118166719 	 1.3675081655 	 .0035545023 	 3 	 20 	 277 	 106569
BCSTA22 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
schools 	 118166719 	 5.8728651500 	 .0023696682 	 2 	 6 	 43 	 106569
mitigation 	 118166719 	 25.2533489350 	 .0011848341 	 1 	 3 	 5 	 106569
EarthDay2022 	 118166719 	 4.8564088775 	 .0011848341 	 1 	 9 	 26 	 106569
energy 	 118166719 	 3.1566652528 	 .0011848341 	 1 	 11 	 40 	 106569
Wastewater 	 118166719 	 25.2533489350 	 .0011848341 	 1 	 1 	 5 	 106569
Alberta 	 118166719 	 3 1 1.5588468128 	 3 1 .0011848341 	 3 1 1 	 31 	 81 	 106569
YYC 	 118166719 	 22.9575635740 	 .0071090047 	 6 	 13 	 33 	 106569
covid19 	 118166719 	 5 4 1 .4153506125 	 5 4 1 .0011848341 	 5 4 1 1 	 91 	 304 	 106569
omicron 	 118166719 	 4 1.0792016287 	 4 .0011848341 	 4 1 	 38 	 117 	 106569
TransMountain 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
covid19ab 	 118166719 	 4.4775387306 	 .0059241706 	 5 	 14 	 141 	 106569
COVID19AB 	 118166719 	 7.5508259611 	 .0213270142 	 18 	 47 	 301 	 106569
COVID19AB 	 118166719 	 7.5508259611 	 .0213270142 	 18 	 47 	 301 	 106569
COVID19AB 	 118166719 	 7.5508259611 	 .0213270142 	 18 	 47 	 301 	 106569
COVID19AB 	 118166719 	 7.5508259611 	 .0213270142 	 18 	 47 	 301 	 106569
yegtraffic 	 118166719 	 31.5667029889 	 .0011848341 	 1 	 1 	 4 	 106569
COVID19AB 	 118166719 	 7.5508259611 	 .0213270142 	 18 	 47 	 301 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
yeg 	 118166719 	 11 4 .6716307982 	 11 4 .0011848341 	 11 4 1 	 40 	 188 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
COVID19AB 	 118166719 	 7.5508259611 	 .0213270142 	 18 	 47 	 301 	 106569
EPSB 	 118166719 	 42.0888625623 	 .0047393364 	 4 	 5 	 12 	 106569
ASHRAE 	 118166719 	 42.0888999404 	 .0023696682 	 2 	 3 	 6 	 106569
KeepSchoolsSafe 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
StopTheHarm 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
abhealth 	 118166719 	 2.9364323324 	 .0035545023 	 3 	 16 	 129 	 106569
abpoli 	 118166719 	 5.0845606798 	 .0142180094 	 12 	 37 	 298 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
abpoli 	 118166719 	 5.0845606798 	 .0142180094 	 12 	 37 	 298 	 106569
Arctic 	 118166719 	 15.7833304692 	 .0011848341 	 1 	 4 	 8 	 106569
OperationN95Outreach 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
InfectionMandate 	 118166719 	 28.6969545483 	 .0059241706 	 5 	 9 	 22 	 106569
ReleaseThePaxlovid 	 118166719 	 25.2533489350 	 .0011848341 	 1 	 3 	 5 	 106569
COVID19 	 118166719 	 18 17 .0414396407 	 18 17 .0011848341 	 18 17 1 	 1096 	 3047 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
abed 	 118166719 	 4.8906074057 	 .0130331753 	 11 	 35 	 284 	 106569
Canada 	 118166719 	 1 .5818736735 	 1 .0011848341 	 1 1 	 27 	 217 	 106569
covid19 	 118166719 	 5 4 1 .4153506125 	 5 4 1 .0011848341 	 5 4 1 1 	 91 	 304 	 106569
covid19sk 	 118166719 	 21.0444499702 	 .0011848341 	 1 	 2 	 6 	 106569
Covid19mb 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
DefundTheCPS 	 118166719 	 42.0889746968 	 .0011848341 	 1 	 1 	 3 	 106569
COVID 	 118166719 	 18 17 11 2 2 1 1 1 1 .2909368367 	 18 17 11 2 2 1 1 1 1 .0011848341 	 18 17 11 2 2 1 1 1 1 1 	 169 	 434 	 106569
Ontario 	 118166719 	 .5112007690 	 .0011848341 	 1 	 44 	 247 	 106569
Paxlovid 	 118166719 	 1 14.0296250072 	 1 .0011848341 	 1 1 	 3 	 9 	 106569
Airdrie 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
ACAB 	 118166719 	 9.7128217361 	 .0011848341 	 1 	 3 	 13 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
abpse 	 118166719 	 11.4787816255 	 .0011848341 	 1 	 2 	 11 	 106569
Alberta 	 118166719 	 3 1 1.5588468128 	 3 1 .0011848341 	 3 1 1 	 31 	 81 	 106569
abpoli 	 118166719 	 5.0845606798 	 .0142180094 	 12 	 37 	 298 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
Covid19 	 118166719 	 2 2 .3536879233 	 2 2 .0011848341 	 2 2 1 	 146 	 357 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
NEW 	 118166719 	 12.0253908291 	 .0023696682 	 2 	 11 	 21 	 106569
r4today 	 118166719 	 1.3724629626 	 .0011848341 	 1 	 22 	 92 	 106569
COVID19 	 118166719 	 18 17 .0414396407 	 18 17 .0011848341 	 18 17 1 	 1096 	 3047 	 106569
COVID19 	 118166719 	 18 17 .0414396407 	 18 17 .0011848341 	 18 17 1 	 1096 	 3047 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
YEG 	 118166719 	 14.0296250072 	 .0023696682 	 2 	 6 	 18 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
YYC 	 118166719 	 22.9575635740 	 .0071090047 	 6 	 13 	 33 	 106569
UrgencyOfNormal 	 118166719 	 5.2611078202 	 .0011848341 	 1 	 10 	 24 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
DitchTheDraft 	 118166719 	 12.6266610114 	 .0011848341 	 1 	 2 	 10 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
abed 	 118166719 	 4.8906074057 	 .0130331753 	 11 	 35 	 284 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
InfectionMandate 	 118166719 	 28.6969545483 	 .0059241706 	 5 	 9 	 22 	 106569
Novavax 	 118166719 	 42.0889746968 	 .0011848341 	 1 	 1 	 3 	 106569
CovidVaccine 	 118166719 	 3.8262605418 	 .0011848341 	 1 	 10 	 33 	 106569
Vflex 	 118166719 	 63.1334059779 	 .0023696682 	 2 	 2 	 4 	 106569
COVIDIsAirborne 	 118166719 	 14.8548981011 	 .0023696682 	 2 	 5 	 17 	 106569
CovidIsNotOver 	 118166719 	 .5430820882 	 .0023696682 	 2 	 76 	 465 	 106569
COVID19 	 118166719 	 18 17 .0414396407 	 18 17 .0011848341 	 18 17 1 	 1096 	 3047 	 106569
LongCOVID 	 118166719 	 2.1401116879 	 .0023696682 	 2 	 57 	 118 	 106569
HigherEd 	 118166719 	 18.0380953975 	 .0011848341 	 1 	 2 	 7 	 106569
COVID19AB 	 118166719 	 7.5508259611 	 .0213270142 	 18 	 47 	 301 	 106569
cbe 	 118166719 	 3 63.1334059779 	 3 .0023696682 	 3 2 	 2 	 4 	 106569
abed 	 118166719 	 4.8906074057 	 .0130331753 	 11 	 35 	 284 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
OSTP 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
COVIDisAirborne 	 118166719 	 2.6658972630 	 .0130331753 	 11 	 102 	 521 	 106569
abpoli 	 118166719 	 5.0845606798 	 .0142180094 	 12 	 37 	 298 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
cdnpoli 	 118166719 	 .6752223812 	 .0047393364 	 4 	 102 	 748 	 106569
LongCOVID 	 118166719 	 2.1401116879 	 .0023696682 	 2 	 57 	 118 	 106569
longhaulers 	 118166719 	 13.2912228627 	 .0023696682 	 2 	 6 	 19 	 106569
AcademyAwards 	 118166719 	 31.5667029889 	 .0011848341 	 1 	 1 	 4 	 106569
Oscars 	 118166719 	 .6862314415 	 .0011848341 	 1 	 76 	 184 	 106569
AirCanada 	 118166719 	 21.0444499702 	 .0011848341 	 1 	 3 	 6 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
family 	 118166719 	 12.6266610114 	 .0011848341 	 1 	 5 	 10 	 106569
doctors 	 118166719 	 9.7128217361 	 .0011848341 	 1 	 4 	 13 	 106569
burnout 	 118166719 	 31.5667029889 	 .0011848341 	 1 	 2 	 4 	 106569
COVID19 	 118166719 	 18 17 .0414396407 	 18 17 .0011848341 	 18 17 1 	 1096 	 3047 	 106569
DrewComments 	 118166719 	 31.5667029889 	 .0011848341 	 1 	 2 	 4 	 106569
NormalizationOfDeviance 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
nurses 	 118166719 	 1 7.0148125036 	 1 .0011848341 	 1 1 	 5 	 18 	 106569
InfectionMandate 	 118166719 	 28.6969545483 	 .0059241706 	 5 	 9 	 22 	 106569
BA2 	 118166719 	 .9589867440 	 .0035545023 	 3 	 222 	 395 	 106569
MECFS 	 118166719 	 2.1959407402 	 .0023696682 	 2 	 33 	 115 	 106569
longcovid 	 118166719 	 1.0700558439 	 .0023696682 	 2 	 104 	 236 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
Covid 	 118166719 	 13 3 2 2 2 1 1 .4021228884 	 13 3 2 2 2 1 1 .0011848341 	 13 3 2 2 2 1 1 1 	 102 	 314 	 106569
Virus 	 118166719 	 31.5667029889 	 .0011848341 	 1 	 1 	 4 	 106569
Vaccine 	 118166719 	 1 1 6.0126954145 	 1 1 .0011848341 	 1 1 1 	 6 	 21 	 106569
FaceMasks 	 118166719 	 31.5667029889 	 .0011848341 	 1 	 2 	 4 	 106569
Ottawa 	 118166719 	 4 .3488027267 	 4 .0011848341 	 4 1 	 50 	 362 	 106569
MaskRAT 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
COVID19 	 118166719 	 18 17 .0414396407 	 18 17 .0011848341 	 18 17 1 	 1096 	 3047 	 106569
CovidIsNotOver 	 118166719 	 .5430820882 	 .0023696682 	 2 	 76 	 465 	 106569
longhaulers 	 118166719 	 13.2912228627 	 .0023696682 	 2 	 6 	 19 	 106569
longcovid 	 118166719 	 1.0700558439 	 .0023696682 	 2 	 104 	 236 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
AISH 	 118166719 	 42.0889746968 	 .0011848341 	 1 	 1 	 3 	 106569
InfectionMandate 	 118166719 	 28.6969545483 	 .0059241706 	 5 	 9 	 22 	 106569
omicronba2 	 118166719 	 31.5667029889 	 .0011848341 	 1 	 1 	 4 	 106569
abed 	 118166719 	 4.8906074057 	 .0130331753 	 11 	 35 	 284 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
yeg 	 118166719 	 11 4 .6716307982 	 11 4 .0011848341 	 11 4 1 	 40 	 188 	 106569
MECFS 	 118166719 	 2.1959407402 	 .0023696682 	 2 	 33 	 115 	 106569
MyalgicEncephalomyelitis 	 118166719 	 25.2533489350 	 .0011848341 	 1 	 2 	 5 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
BA2 	 118166719 	 .9589867440 	 .0035545023 	 3 	 222 	 395 	 106569
COVIDisAirborne 	 118166719 	 2.6658972630 	 .0130331753 	 11 	 102 	 521 	 106569
disabled 	 118166719 	 6.0126954145 	 .0011848341 	 1 	 7 	 21 	 106569
abpoli 	 118166719 	 5.0845606798 	 .0142180094 	 12 	 37 	 298 	 106569
AbLeg 	 118166719 	 2.8916012643 	 .0035545023 	 3 	 11 	 131 	 106569
yycbeltline 	 118166719 	 14.0296250072 	 .0035545023 	 3 	 7 	 27 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
ADHD 	 118166719 	 12.6266610114 	 .0011848341 	 1 	 4 	 10 	 106569
CorsiRosenthalBox 	 118166719 	 5 2.7449259252 	 5 .0011848341 	 5 1 	 21 	 46 	 106569
CRBox 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
CorsiRosenthalBox 	 118166719 	 5 2.7449259252 	 5 .0011848341 	 5 1 	 21 	 46 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
cdnpoli 	 118166719 	 .6752223812 	 .0047393364 	 4 	 102 	 748 	 106569
abpoli 	 118166719 	 5.0845606798 	 .0142180094 	 12 	 37 	 298 	 106569
canpoli 	 118166719 	 1.7784026657 	 .0011848341 	 1 	 2 	 71 	 106569
mask 	 118166719 	 2 4.5095221330 	 2 .0011848341 	 2 1 	 14 	 28 	 106569
longCOVID 	 118166719 	 4.0731163152 	 .0011848341 	 1 	 13 	 31 	 106569
EPSB 	 118166719 	 42.0888625623 	 .0047393364 	 4 	 5 	 12 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
beltlineyyc 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
BA2 	 118166719 	 .9589867440 	 .0035545023 	 3 	 222 	 395 	 106569
yyccc 	 118166719 	 11.5959111214 	 .0106635071 	 9 	 19 	 98 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
yycbeltline 	 118166719 	 14.0296250072 	 .0035545023 	 3 	 7 	 27 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
Calgary 	 118166719 	 9.7128217361 	 .0011848341 	 1 	 5 	 13 	 106569
yegcc 	 118166719 	 14.4304675304 	 .0047393364 	 4 	 8 	 35 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
CorsiRosenthalBox 	 118166719 	 5 2.7449259252 	 5 .0011848341 	 5 1 	 21 	 46 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
yycbike 	 118166719 	 21.0444499702 	 .0011848341 	 1 	 2 	 6 	 106569
CorsiRosenthalBox 	 118166719 	 5 2.7449259252 	 5 .0011848341 	 5 1 	 21 	 46 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
AbLeg 	 118166719 	 2.8916012643 	 .0035545023 	 3 	 11 	 131 	 106569
yycbeltline 	 118166719 	 14.0296250072 	 .0035545023 	 3 	 7 	 27 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
yyccc 	 118166719 	 11.5959111214 	 .0106635071 	 9 	 19 	 98 	 106569
yyccc 	 118166719 	 11.5959111214 	 .0106635071 	 9 	 19 	 98 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
RedDeer 	 118166719 	 21.0444499702 	 .0011848341 	 1 	 3 	 6 	 106569
bced 	 118166719 	 1.3675081655 	 .0035545023 	 3 	 20 	 277 	 106569
yyc 	 118166719 	 29 9 3 1 1 .3649323362 	 29 9 3 1 1 .0011848341 	 29 9 3 1 1 1 	 71 	 346 	 106569
corsirosenthalbox 	 118166719 	 22.9575636663 	 .0165876777 	 14 	 33 	 77 	 106569
UCP 	 118166719 	 1 1 1 8.4177769978 	 1 1 1 .0011848341 	 1 1 1 1 	 5 	 15 	 106569
LongCovid 	 118166719 	 .7334520306 	 .0154028436 	 13 	 956 	 2238 	 106569
ableg 	 118166719 	 4.1709683810 	 .0390995260 	 33 	 138 	 999 	 106569
EpiTwitter 	 118166719 	 63.1335741803 	 .0011848341 	 1 	 1 	 2 	 106569
bced 	 118166719 	 1.3675081655 	 .0035545023 	 3 	 20 	 277 	 106569
Vflex 	 118166719 	 63.1334059779 	 .0023696682 	 2 	 2 	 4 	 106569
COVIDisAirborne 	 118166719 	 2.6658972630 	 .0130331753 	 11 	 102 	 521 	 106569
InfectionMandate 	 118166719 	 28.6969545483 	 .0059241706 	 5 	 9 	 22 	 106569
HamOnt 	 118166719 	 42.0888999404 	 .0023696682 	 2 	 3 	 6 	 106569
HamOnt 	 118166719 	 42.0888999404 	 .0023696682 	 2 	 3 	 6 	 106569
Longcovid 	 118166719 	 4.6765416690 	 .0011848341 	 1 	 14 	 27 	 106569
BreakTheBias 	 118166719 	 6.6456114313 	 .0011848341 	 1 	 2 	 19 	 106569
